"Annexgårdsvej 11, Kirke Værløse, 3500 Værløse"
"Klosterbakken 16, 3500 Værløse"
"Mosegård Park 125, 3500 Værløse"
"Nørreskovvang 68, 3500 Værløse"
"Ryetvej 39, 1. th, 3500 Værløse"
"Ryetvej 107, st. tv, 3500 Værløse"
"Skovbakken 7, 3500 Værløse"
"Skovgårds Alle 113, 3500 Værløse"
"Sækkedamsvej 30, 3500 Værløse"
"Søndersøvej 31, 3500 Værløse"
"Tornekrogen 18, 3500 Værløse"
"Violvej 6, 3500 Værløse"
"Bogmosen 7, Hareskov, 3500 Værløse"
"Kløvervej 9, Hareskov, 3500 Værløse"
"Poppel Alle 60, Hareskov, 3500 Værløse"
"Skandrups Alle 27, Hareskov, 3500 Værløse"
"Stormly 34, Hareskov, 3500 Værløse"
"Åvej 25, Hareskov, 3500 Værløse"
"Højbovænge 62, 3500 Værløse"
"Mølledalen 15, Jonstrup, 3500 Værløse"
"Birkegården 103, Kirke Værløse, 3500 Værløse"
"Enebærhaven 29, 3500 Værløse"
"Kroparken 14, Kirke Værløse, 3500 Værløse"
"Skovhaven 73, 3500 Værløse"
"Anyvej 12, 3500 Værløse"
"Bavnehøj Park 22, 1. th, 3500 Værløse"
"Bjørnsholmvej 25, 3500 Værløse"
"Bymidten 56, 1. b, 3500 Værløse"
"Engstedet 7, st. 10, 3500 Værløse"
"Grantoftevej 17C, 3500 Værløse"
"Højdevej 17A, 3500 Værløse"
"Højlundshusene 25, 3500 Værløse"
"Kirke Værløsevej 13, 2. tv, 3500 Værløse"
"Klosterbakken 17, 3500 Værløse"
"Mosegård Park 127, 3500 Værløse"
"Nørreskovvang 69, 3500 Værløse"
"Ryetvej 39, 1. tv, 3500 Værløse"
"Ryetvej 107, 1. th, 3500 Værløse"
"Skovbakken 8A, 3500 Værløse"
"Skovgårds Alle 115, 3500 Værløse"
"Sækkedamsvej 31, 3500 Værløse"
"Søndersøvej 32, 3500 Værløse"
"Tornekrogen 19, 3500 Værløse"
"Violvej 7, 3500 Værløse"
"Bogmosen 9, Hareskov, 3500 Værløse"
"Kløvervej 10, Hareskov, 3500 Værløse"
"Poppel Alle 62, Hareskov, 3500 Værløse"
"Skandrups Alle 29, Hareskov, 3500 Værløse"
"Stormly 35, Hareskov, 3500 Værløse"
"Åvej 29, Hareskov, 3500 Værløse"
"Mølledalen 16, Jonstrup, 3500 Værløse"
"Birkegården 104, Kirke Værløse, 3500 Værløse"
"Enebærhaven 30, 3500 Værløse"
"Kroparken 15, Kirke Værløse, 3500 Værløse"
"Skovhaven 74, 3500 Værløse"
"Anyvej 13, 3500 Værløse"
"Bavnehøj Park 22, 1. tv, 3500 Værløse"
"Bjørnsholmvej 26, 3500 Værløse"
"Bymidten 56, 1. c, 3500 Værløse"
"Engstedet 7, st. 11, 3500 Værløse"
"Grantoftevej 17D, 3500 Værløse"
"Højdevej 17B, 3500 Værløse"
"Højlundshusene 26, 3500 Værløse"
"Kirke Værløsevej 13, 3. th, 3500 Værløse"
"Klosterbakken 18, 3500 Værløse"
"Nørreskovvang 70, 3500 Værløse"
"Ryetvej 39, 2. mf, 3500 Værløse"
"Ryetvej 107, 1. tv, 3500 Værløse"
"Skovbakken 8B, 3500 Værløse"
"Skovgårds Alle 117, 3500 Værløse"
"Sækkedamsvej 32, 3500 Værløse"
"Søndersøvej 33, 3500 Værløse"
"Tornekrogen 20, 3500 Værløse"
"Violvej 8, 3500 Værløse"
"Bogmosen 11, Hareskov, 3500 Værløse"
"Kløvervej 11, Hareskov, 3500 Værløse"
"Poppel Alle 63, Hareskov, 3500 Værløse"
"Skandrups Alle 31A, Hareskov, 3500 Værløse"
"Stormly 36, Hareskov, 3500 Værløse"
"Åvej 30A, Hareskov, 3500 Værløse"
"Mølledalen 17, Jonstrup, 3500 Værløse"
"Birkegården 105, Kirke Værløse, 3500 Værløse"
"Enebærhaven 31, 3500 Værløse"
"Kroparken 16, Kirke Værløse, 3500 Værløse"
"Skovhaven 75, 3500 Værløse"
"Anyvej 14, 3500 Værløse"
"Bavnehøj Park 23, kl. 214, 3500 Værløse"
"Bjørnsholmvej 27, 3500 Værløse"
"Bymidten 56, 1. d, 3500 Værløse"
"Engstedet 7, st. 2, 3500 Værløse"
"Grantoftevej 17E, 3500 Værløse"
"Højdevej 20, 3500 Værløse"
"Højlundshusene 27, 3500 Værløse"
"Kirke Værløsevej 13, 3. tv, 3500 Værløse"
"Klosterbakken 19, 3500 Værløse"
"Lerstedet 2, 3500 Værløse"
"Mosestedet 2, 3500 Værløse"
"Nørreskovvang 72, 3500 Værløse"
"Ryetvej 39, 2. th, 3500 Værløse"
"Ryetvej 107, 2. th, 3500 Værløse"
"Skovbakken 9, 3500 Værløse"
"Skovgårds Alle 119, 3500 Værløse"
"Sækkedamsvej 33, 3500 Værløse"
"Søndersøvej 35, 3500 Værløse"
"Violvej 9, 3500 Værløse"
"Bogmosen 13, Hareskov, 3500 Værløse"
"Kløvervej 13, Hareskov, 3500 Værløse"
"Poppel Alle 64, Hareskov, 3500 Værløse"
"Skandrups Alle 31B, Hareskov, 3500 Værløse"
"Stormly 37, Hareskov, 3500 Værløse"
"Åvej 30B, Hareskov, 3500 Værløse"
"Bringetoften 1, Jonstrup, 3500 Værløse"
"Mølledalen 18, Jonstrup, 3500 Værløse"
"Birkegården 106, Kirke Værløse, 3500 Værløse"
"Enebærhaven 32, 3500 Værløse"
"Kroparken 17, Kirke Værløse, 3500 Værløse"
"Skovhaven 76, 3500 Værløse"
"Anyvej 16, 3500 Værløse"
"Bavnehøj Park 23, kl. 215, 3500 Værløse"
"Bjørnsholmvej 28, 3500 Værløse"
"Bymidten 56, 1. e, 3500 Værløse"
"Engstedet 7, st. 3, 3500 Værløse"
"Grantoftevej 18, 3500 Værløse"
"Højdevej 22, 3500 Værløse"
"Højlundshusene 28, 3500 Værløse"
"Kirke Værløsevej 14, 3500 Værløse"
"Klosterbakken 20, 3500 Værløse"
"Lerstedet 4, 3500 Værløse"
"Nørreskovvang 74, 3500 Værløse"
"Ryetvej 39, 2. tv, 3500 Værløse"
"Ryetvej 107, 2. tv, 3500 Værløse"
"Skovbakken 10, 3500 Værløse"
"Skovgårds Alle 121, 3500 Værløse"
"Sækkedamsvej 34, 3500 Værløse"
"Søndersøvej 37, 3500 Værløse"
"Tornekrogen 22, 3500 Værløse"
"Violvej 10, 3500 Værløse"
"Bogmosen 15, Hareskov, 3500 Værløse"
"Langås 1, Hareskov, 3500 Værløse"
"Poppel Alle 65, Hareskov, 3500 Værløse"
"Skandrups Alle 33, Hareskov, 3500 Værløse"
"Stormly 38, Hareskov, 3500 Værløse"
"Åvej 31, Hareskov, 3500 Værløse"
"Åsevang 7, 3500 Værløse"
"Åsevang 1, 3500 Værløse"
"Åsevang 5, 3500 Værløse"
"Bringetoften 2, Jonstrup, 3500 Værløse"
"Mølledalen 19, Jonstrup, 3500 Værløse"
"Birkegården 107, Kirke Værløse, 3500 Værløse"
"Enebærhaven 33, 3500 Værløse"
"Kroparken 18, Kirke Værløse, 3500 Værløse"
"Anyvej 20, 3500 Værløse"
"Bavnehøj Park 23, st. th, 3500 Værløse"
"Bjørnsholmvej 29, 3500 Værløse"
"Bymidten 56, 1. f, 3500 Værløse"
"Engstedet 7, st. 4, 3500 Værløse"
"Grantoftevej 21A, 3500 Værløse"
"Højdevej 23, 3500 Værløse"
"Højlundshusene 29, 3500 Værløse"
"Kirke Værløsevej 15, st. mf, 3500 Værløse"
"Klosterbakken 21, 3500 Værløse"
"Lerstedet 6, 3500 Værløse"
"Mosestedet 4, 3500 Værløse"
"Nørreskovvang 76, 3500 Værløse"
"Ryetvej 40, 3500 Værløse"
"Ryetvej 109, st. mf, 3500 Værløse"
"Skovbakken 11, 3500 Værløse"
"Skovgårds Alle 123, 3500 Værløse"
"Sækkedamsvej 35, 3500 Værløse"
"Søndersøvej 38, 3500 Værløse"
"Tornekrogen 23, 3500 Værløse"
"Violvej 11, 3500 Værløse"
"Brovænget 1, Hareskov, 3500 Værløse"
"Langås 4, Hareskov, 3500 Værløse"
"Skandrups Alle 34, Hareskov, 3500 Værløse"
"Stormly 39, Hareskov, 3500 Værløse"
"Åvej 32, Hareskov, 3500 Værløse"
"Bringetoften 3, Jonstrup, 3500 Værløse"
"Mølledalen 20, Jonstrup, 3500 Værløse"
"Birkegården 108, Kirke Værløse, 3500 Værløse"
"Enebærhaven 35, 3500 Værløse"
"Kroparken 19, Kirke Værløse, 3500 Værløse"
"Skovhaven 78, 3500 Værløse"
"Anyvej 22, 3500 Værløse"
"Bavnehøj Park 23, st. tv, 3500 Værløse"
"Bjørnsholmvej 30, 3500 Værløse"
"Bymidten 56, 1. g, 3500 Værløse"
"Engstedet 7, st. 5, 3500 Værløse"
"Højdevej 24, 3500 Værløse"
"Højlundshusene 30, 3500 Værløse"
"Kirke Værløsevej 15, st. th, 3500 Værløse"
"Klosterbakken 22, 3500 Værløse"
"Lerstedet 8, 3500 Værløse"
"Mosestedet 5, 3500 Værløse"
"Ryetvej 41, st. mf, 3500 Værløse"
"Ryetvej 109, st. th, 3500 Værløse"
"Skovbakken 13, 3500 Værløse"
"Skovgårds Alle 125, 3500 Værløse"
"Sækkedamsvej 36, 3500 Værløse"
"Tornekrogen 24, 3500 Værløse"
"Violvej 12, 3500 Værløse"
"Brovænget 3, Hareskov, 3500 Værløse"
"Langås 5, Hareskov, 3500 Værløse"
"Poppel Alle 68, Hareskov, 3500 Værløse"
"Skandrups Alle 35, Hareskov, 3500 Værløse"
"Stormly 41, Hareskov, 3500 Værløse"
"Åvej 33, Hareskov, 3500 Værløse"
"Bringetoften 4, Jonstrup, 3500 Værløse"
"Mølledalen 21, Jonstrup, 3500 Værløse"
"Birkegården 109, Kirke Værløse, 3500 Værløse"
"Enebærhaven 37, 3500 Værløse"
"Kroparken 20, Kirke Værløse, 3500 Værløse"
"Skovhaven 79, 3500 Værløse"
"Anyvej 24, 3500 Værløse"
"Bavnehøj Park 23, 1. th, 3500 Værløse"
"Bjørnsholmvej 31, 3500 Værløse"
"Bymidten 56, 1. h, 3500 Værløse"
"Engstedet 7, st. 6, 3500 Værløse"
"Grantoftevej 23, 3500 Værløse"
"Højdevej 25, 3500 Værløse"
"Højlundshusene 31, 3500 Værløse"
"Kirke Værløsevej 15, st. tv, 3500 Værløse"
"Klosterbakken 23, 3500 Værløse"
"Lerstedet 10, 3500 Værløse"
"Mosestedet 6, 3500 Værløse"
"Nørreskovvang 80, 3500 Værløse"
"Ryetvej 41, st. th, 3500 Værløse"
"Ryetvej 109, st. tv, 3500 Værløse"
"Skovbakken 14, 3500 Værløse"
"Skovgårds Alle 127, 3500 Værløse"
"Sækkedamsvej 37, 3500 Værløse"
"Søndersøvej 40, 3500 Værløse"
"Tornekrogen 25, 3500 Værløse"
"Violvej 13, 3500 Værløse"
"Brovænget 4, Hareskov, 3500 Værløse"
"Langås 6, Hareskov, 3500 Værløse"
"Poppel Alle 69, Hareskov, 3500 Værløse"
"Skandrups Alle 36, Hareskov, 3500 Værløse"
"Stormly 43, Hareskov, 3500 Værløse"
"Mølledalen 22, Jonstrup, 3500 Værløse"
"Birkegården 110, Kirke Værløse, 3500 Værløse"
"Enebærhaven 39, 3500 Værløse"
"Kroparken 21, Kirke Værløse, 3500 Værløse"
"Skovhaven 80, 3500 Værløse"
"Anyvej 26, 3500 Værløse"
"Bavnehøj Park 23, 1. tv, 3500 Værløse"
"Bjørnsholmvej 32, 3500 Værløse"
"Bymidten 56, 2. k, 3500 Værløse"
"Engstedet 7, st. 7, 3500 Værløse"
"Grantoftevej 25, 3500 Værløse"
"Højdevej 27, 3500 Værløse"
"Højlundshusene 32, 3500 Værløse"
"Kirke Værløsevej 15, 1. th, 3500 Værløse"
"Klosterbakken 24, 3500 Værløse"
"Lerstedet 12, 3500 Værløse"
"Mosestedet 7, 3500 Værløse"
"Nørreskovvang 82, 3500 Værløse"
"Ryetvej 41, st. tv, 3500 Værløse"
"Ryetvej 109, 1. th, 3500 Værløse"
"Skovbakken 15, 3500 Værløse"
"Skovgårds Alle 129, 3500 Værløse"
"Sækkedamsvej 38, 3500 Værløse"
"Søndersøvej 41, 3500 Værløse"
"Tornekrogen 26, 3500 Værløse"
"Violvej 14, 3500 Værløse"
"Brovænget 5, Hareskov, 3500 Værløse"
"Langås 7, Hareskov, 3500 Værløse"
"Poppel Alle 70, Hareskov, 3500 Værløse"
"Skandrups Alle 37, Hareskov, 3500 Værløse"
"Stormly 44, Hareskov, 3500 Værløse"
"Åvej 35, Hareskov, 3500 Værløse"
"Poppel Alle 71, Hareskov, 3500 Værløse"
"Bringetoften 6, Jonstrup, 3500 Værløse"
"Mølledalen 23, Jonstrup, 3500 Værløse"
"Birkegården 111, Kirke Værløse, 3500 Værløse"
"Enebærhaven 41, 3500 Værløse"
"Kroparken 23, Kirke Værløse, 3500 Værløse"
"Skovhaven 81, 3500 Værløse"
"Anyvej 28, 3500 Værløse"
"Bavnehøj Park 24, kl. 216, 3500 Værløse"
"Bjørnsholmvej 33, 3500 Værløse"
"Bymidten 56, 2. l, 3500 Værløse"
"Engstedet 7, st. 8, 3500 Værløse"
"Gyvelvej 1, 3500 Værløse"
"Højdevej 29, 3500 Værløse"
"Højlundshusene 33, 3500 Værløse"
"Kirke Værløsevej 15, 1. tv, 3500 Værløse"
"Klosterbakken 25, 3500 Værløse"
"Lerstedet 14, 3500 Værløse"
"Mosestedet 8, 3500 Værløse"
"Nørreskovvang 84, 3500 Værløse"
"Ryetvej 41, 1. mf, 3500 Værløse"
"Ryetvej 109, 1. tv, 3500 Værløse"
"Skovbakken 16, 3500 Værløse"
"Skovgårds Alle 131, 3500 Værløse"
"Sækkedamsvej 39, 3500 Værløse"
"Søndersøvej 42, 3500 Værløse"
"Tornekrogen 27, 3500 Værløse"
"Violvej 15, 3500 Værløse"
"Brovænget 6, Hareskov, 3500 Værløse"
"Langås 8, Hareskov, 3500 Værløse"
"Skandrups Alle 38, Hareskov, 3500 Værløse"
"Stormly 45, Hareskov, 3500 Værløse"
"Åvej 36, Hareskov, 3500 Værløse"
"Bringetoften 7, Jonstrup, 3500 Værløse"
"Mølledalen 24, Jonstrup, 3500 Værløse"
"Birkegården 112, Kirke Værløse, 3500 Værløse"
"Grønnehaven 1, 3500 Værløse"
"Kroparken 25, Kirke Værløse, 3500 Værløse"
"Skovhaven 82, 3500 Værløse"
"Askevej 3A, 3500 Værløse"
"Bavnehøj Park 24, kl. 217, 3500 Værløse"
"Bjørnsholmvej 34, 3500 Værløse"
"Bymidten 56, 2. m, 3500 Værløse"
"Engstedet 7, st. 9, 3500 Værløse"
"Gyvelvej 3, 3500 Værløse"
"Højeloftsvej 1, 3500 Værløse"
"Højlundshusene 34, 3500 Værløse"
"Kirke Værløsevej 15, 2. th, 3500 Værløse"
"Klosterbakken 26, 3500 Værløse"
"Lerstedet 16, 3500 Værløse"
"Mosestedet 9, 3500 Værløse"
"Nørreskovvang 86, 3500 Værløse"
"Ryetvej 41, 1. th, 3500 Værløse"
"Ryetvej 109, 2. th, 3500 Værløse"
"Skovbakken 17, 3500 Værløse"
"Skovgårds Alle 133, 3500 Værløse"
"Sækkedamsvej 40, 3500 Værløse"
"Søndersøvej 43, 3500 Værløse"
"Tornekrogen 28, 3500 Værløse"
"Violvej 16, 3500 Værløse"
"Brovænget 7, Hareskov, 3500 Værløse"
"Langås 9, Hareskov, 3500 Værløse"
"Poppel Alle 72, Hareskov, 3500 Værløse"
"Skandrups Alle 39, Hareskov, 3500 Værløse"
"Stormly 46, Hareskov, 3500 Værløse"
"Åvej 38, Hareskov, 3500 Værløse"
"Bringetoften 8, Jonstrup, 3500 Værløse"
"Mølledalen 25, Jonstrup, 3500 Værløse"
"Birkegården 113, Kirke Værløse, 3500 Værløse"
"Grønnehaven 2, 3500 Værløse"
"Kroparken 27, Kirke Værløse, 3500 Værløse"
"Skovhaven 83, 3500 Værløse"
"Askevej 3B, 3500 Værløse"
"Bavnehøj Park 24, st. th, 3500 Værløse"
"Bjørnsholmvej 35, 3500 Værløse"
"Bymidten 56, 2. n, 3500 Værløse"
"Engstedet 7, 1. 12, 3500 Værløse"
"Gyvelvej 4, 3500 Værløse"
"Højeloftsvej 3, 3500 Værløse"
"Højlundshusene 35, 3500 Værløse"
"Kirke Værløsevej 15, 2. tv, 3500 Værløse"
"Klosterbakken 27, 3500 Værløse"
"Lerstedet 18, 3500 Værløse"
"Mosestedet 10, 3500 Værløse"
"Nørreskovvang 88, 3500 Værløse"
"Ryetvej 41, 1. tv, 3500 Værløse"
"Ryetvej 109, 2. tv, 3500 Værløse"
"Skovbakken 18, 3500 Værløse"
"Skovgårds Alle 135, 3500 Værløse"
"Sækkedamsvej 41, 3500 Værløse"
"Søndersøvej 44, 3500 Værløse"
"Tornekrogen 29, 3500 Værløse"
"Violvej 17, 3500 Værløse"
"Brovænget 9, Hareskov, 3500 Værløse"
"Langås 10, Hareskov, 3500 Værløse"
"Poppel Alle 73, Hareskov, 3500 Værløse"
"Skandrups Alle 40, Hareskov, 3500 Værløse"
"Stormly 48, Hareskov, 3500 Værløse"
"Åvej 39, Hareskov, 3500 Værløse"
"Bringetoften 9, Jonstrup, 3500 Værløse"
"Mølledalen 26, Jonstrup, 3500 Værløse"
"Birkegården 114, Kirke Værløse, 3500 Værløse"
"Grønnehaven 3, 3500 Værløse"
"Kroparken 29, Kirke Værløse, 3500 Værløse"
"Skovhaven 84, 3500 Værløse"
"Askevej 4, 3500 Værløse"
"Bavnehøj Park 24, st. tv, 3500 Værløse"
"Bjørnsholmvej 36, 3500 Værløse"
"Bymidten 56, 2. p, 3500 Værløse"
"Engstedet 7, 1. 14, 3500 Værløse"
"Gyvelvej 5, 3500 Værløse"
"Højeloftsvej 4, 3500 Værløse"
"Højlundshusene 36, 3500 Værløse"
"Kirke Værløsevej 15, 3. th, 3500 Værløse"
"Klosterbakken 28, 3500 Værløse"
"Lerstedet 20, 3500 Værløse"
"Mosestedet 11, 3500 Værløse"
"Nørreskovvang 90, 3500 Værløse"
"Ryetvej 41, 2. mf, 3500 Værløse"
"Ryetvej 111, st. mf, 3500 Værløse"
"Skovbakken 19, 3500 Værløse"
"Skovgårds Alle 137, 3500 Værløse"
"Sækkedamsvej 42, 3500 Værløse"
"Søndersøvej 45, 3500 Værløse"
"Tornekrogen 30, 3500 Værløse"
"Violvej 18, 3500 Værløse"
"Brunsøvej 1, Hareskov, 3500 Værløse"
"Langås 11, Hareskov, 3500 Værløse"
"Poppel Alle 74, Hareskov, 3500 Værløse"
"Skandrups Alle 41, Hareskov, 3500 Værløse"
"Stormly 49, Hareskov, 3500 Værløse"
"Åvej 40, Hareskov, 3500 Værløse"
"Bringetoften 10, Jonstrup, 3500 Værløse"
"Mølledalen 27, Jonstrup, 3500 Værløse"
"Birkegården 115, Kirke Værløse, 3500 Værløse"
"Grønnehaven 4, 3500 Værløse"
"Kroparken 31, Kirke Værløse, 3500 Værløse"
"Skovhaven 85, 3500 Værløse"
"Askevej 5, 3500 Værløse"
"Bavnehøj Park 24, 1. th, 3500 Værløse"
"Bjørnsholmvej 37, 3500 Værløse"
"Bymidten 56, 2. q, 3500 Værløse"
"Engstedet 7, 1. 15, 3500 Værløse"
"Gyvelvej 6, 3500 Værløse"
"Højeloftsvej 5, 3500 Værløse"
"Højlundshusene 37, 3500 Værløse"
"Kirke Værløsevej 15, 3. tv, 3500 Værløse"
"Klosterbakken 29, 3500 Værløse"
"Lerstedet 22, 3500 Værløse"
"Mosestedet 12, 3500 Værløse"
"Nørreskovvang 92, 3500 Værløse"
"Ryetvej 41, 2. th, 3500 Værløse"
"Ryetvej 111, st. th, 3500 Værløse"
"Skovbakken 21, 3500 Værløse"
"Skovgårds Alle 139, 3500 Værløse"
"Sækkedamsvej 43, 3500 Værløse"
"Søndersøvej 46, 3500 Værløse"
"Tornekrogen 31, 3500 Værløse"
"Violvej 19, 3500 Værløse"
"Brunsøvej 2, Hareskov, 3500 Værløse"
"Langås 12, Hareskov, 3500 Værløse"
"Poppel Alle 75, Hareskov, 3500 Værløse"
"Skandrups Alle 42, Hareskov, 3500 Værløse"
"Stormly 50, Hareskov, 3500 Værløse"
"Åvej 40B, Hareskov, 3500 Værløse"
"Bringetoften 11, Jonstrup, 3500 Værløse"
"Mølledalen 28, Jonstrup, 3500 Værløse"
"Birkegården 116, Kirke Værløse, 3500 Værløse"
"Grønnehaven 5, 3500 Værløse"
"Kroparken 33, Kirke Værløse, 3500 Værløse"
"Skovhaven 86, 3500 Værløse"
"Askevej 6, 3500 Værløse"
"Bavnehøj Park 24, 1. tv, 3500 Værløse"
"Bjørnsholmvej 38, 3500 Værløse"
"Bymidten 56, 2. r, 3500 Værløse"
"Engstedet 7, 1. 16, 3500 Værløse"
"Gyvelvej 7, 3500 Værløse"
"Højeloftsvej 6, 3500 Værløse"
"Højlundshusene 38, 3500 Værløse"
"Kirke Værløsevej 16, 3500 Værløse"
"Klosterbakken 30, 3500 Værløse"
"Lerstedet 24, 3500 Værløse"
"Mosestedet 14, 3500 Værløse"
"Nørreskovvang 94, 3500 Værløse"
"Ryetvej 41, 2. tv, 3500 Værløse"
"Ryetvej 111, st. tv, 3500 Værløse"
"Skovbakken 23, 3500 Værløse"
"Skovgårds Alle 141, 3500 Værløse"
"Sækkedamsvej 44, 3500 Værløse"
"Søndersøvej 47, 3500 Værløse"
"Tornekrogen 32, 3500 Værløse"
"Violvej 20, 3500 Værløse"
"Brunsøvej 3, Hareskov, 3500 Værløse"
"Langås 13, Hareskov, 3500 Værløse"
"Poppel Alle 76, Hareskov, 3500 Værløse"
"Skandrups Alle 43A, Hareskov, 3500 Værløse"
"Stormly 51, Hareskov, 3500 Værløse"
"Åvej 41, Hareskov, 3500 Værløse"
"Bringetoften 12, Jonstrup, 3500 Værløse"
"Mølledalen 29, Jonstrup, 3500 Værløse"
"Birkegården 118, Kirke Værløse, 3500 Værløse"
"Grønnehaven 6, 3500 Værløse"
"Kroparken 35, Kirke Værløse, 3500 Værløse"
"Skovhaven 87, 3500 Værløse"
"Askevej 7, 3500 Værløse"
"Bavnehøj Park 25, kl. 218, 3500 Værløse"
"Bjørnsholmvej 39, 3500 Værløse"
"Bymidten 57, st., 3500 Værløse"
"Engstedet 7, 1. 17, 3500 Værløse"
"Gyvelvej 8, 3500 Værløse"
"Højeloftsvej 7, 3500 Værløse"
"Højlundshusene 39, 3500 Værløse"
"Kirke Værløsevej 16, kl. a, 3500 Værløse"
"Klosterbakken 31, 3500 Værløse"
"Lerstedet 26, 3500 Værløse"
"Mosestedet 15, 3500 Værløse"
"Nørreskovvang 96, 3500 Værløse"
"Ryetvej 43, st. mf, 3500 Værløse"
"Ryetvej 111, 1. th, 3500 Værløse"
"Skovbakken 25, 3500 Værløse"
"Skovgårds Alle 143, 3500 Værløse"
"Sækkedamsvej 45, 3500 Værløse"
"Søndersøvej 48, 3500 Værløse"
"Tornekrogen 33, 3500 Værløse"
"Violvej 21, 3500 Værløse"
"Langås 15, Hareskov, 3500 Værløse"
"Poppel Alle 78, Hareskov, 3500 Værløse"
"Skandrups Alle 43B, Hareskov, 3500 Værløse"
"Stormly 52, Hareskov, 3500 Værløse"
"Åvej 42, Hareskov, 3500 Værløse"
"Bringetoften 13, Jonstrup, 3500 Værløse"
"Mølledalen 30, Jonstrup, 3500 Værløse"
"Birkegården 120, Kirke Værløse, 3500 Værløse"
"Grønnehaven 7, 3500 Værløse"
"Kroparken 37, Kirke Værløse, 3500 Værløse"
"Skovhaven 88, 3500 Værløse"
"Askevej 8, 3500 Værløse"
"Bavnehøj Park 25, kl. 219, 3500 Værløse"
"Bjørnsholmvej 40, 3500 Værløse"
"Bymidten 58, st., 3500 Værløse"
"Engstedet 7, 1. 18, 3500 Værløse"
"Gyvelvej 9, 3500 Værløse"
"Højeloftsvej 8, 3500 Værløse"
"Højlundshusene 40, 3500 Værløse"
"Kirke Værløsevej 16, kl. b, 3500 Værløse"
"Klosterbakken 32, 3500 Værløse"
"Lerstedet 28, 3500 Værløse"
"Mosestedet 16, 3500 Værløse"
"Nørreskovvang 98, 3500 Værløse"
"Ryetvej 43, st. th, 3500 Værløse"
"Ryetvej 111, 1. tv, 3500 Værløse"
"Skovbakken 27, 3500 Værløse"
"Skovgårds Alle 145, 3500 Værløse"
"Sækkedamsvej 46, 3500 Værløse"
"Søndersøvej 49, 3500 Værløse"
"Tornekrogen 34, 3500 Værløse"
"Violvej 22, 3500 Værløse"
"Brunsøvej 5, Hareskov, 3500 Værløse"
"Langås 17, Hareskov, 3500 Værløse"
"Poppel Alle 82, Hareskov, 3500 Værløse"
"Skandrups Alle 44, Hareskov, 3500 Værløse"
"Stormly 53, Hareskov, 3500 Værløse"
"Åvej 43, Hareskov, 3500 Værløse"
"Bringetoften 14, Jonstrup, 3500 Værløse"
"Mølledalen 31, Jonstrup, 3500 Værløse"
"Grønnehaven 8, 3500 Værløse"
"Lejrvej 1, Kirke Værløse, 3500 Værløse"
"Skovhaven 89, 3500 Værløse"
"Askevej 9, 3500 Værløse"
"Bavnehøj Park 25, st. th, 3500 Værløse"
"Bjørnsholmvej 42, 3500 Værløse"
"Bymidten 59, st., 3500 Værløse"
"Engstedet 7, 1. 19, 3500 Værløse"
"Gyvelvej 10, 3500 Værløse"
"Højeloftsvej 12, 3500 Værløse"
"Højlundshusene 41, 3500 Værløse"
"Kirke Værløsevej 17, st. mf, 3500 Værløse"
"Klosterbakken 33, 3500 Værløse"
"Lerstedet 30, 3500 Værløse"
"Mosestedet 17, 3500 Værløse"
"Nørreskovvang 110, 3500 Værløse"
"Ryetvej 43, st. tv, 3500 Værløse"
"Ryetvej 111, 2. th, 3500 Værløse"
"Skovgården 1, 3500 Værløse"
"Skovgårds Alle 147, 3500 Værløse"
"Sækkedamsvej 47, 3500 Værløse"
"Søndersøvej 51, 3500 Værløse"
"Tornekrogen 35, 3500 Værløse"
"Violvej 23, 3500 Værløse"
"Langås 19, Hareskov, 3500 Værløse"
"Poppel Alle 84A, Hareskov, 3500 Værløse"
"Skandrups Alle 45, Hareskov, 3500 Værløse"
"Stormvang 1, Hareskov, 3500 Værløse"
"Ryetvej 43, 1. mf, 3500 Værløse"
"Bringetoften 15, Jonstrup, 3500 Værløse"
"Mølledalen 32, Jonstrup, 3500 Værløse"
"Birkegården 124, Kirke Værløse, 3500 Værløse"
"Grønnehaven 9, 3500 Værløse"
"Lejrvej 2, Kirke Værløse, 3500 Værløse"
"Skovhaven 90, 3500 Værløse"
"Askevej 10, 3500 Værløse"
"Bavnehøj Park 25, st. tv, 3500 Værløse"
"Bjørnsholmvej 44, 3500 Værløse"
"Bymidten 60, st., 3500 Værløse"
"Engstedet 7, 1. 20, 3500 Værløse"
"Gyvelvej 11, 3500 Værløse"
"Højeloft Vænge 2A, 3500 Værløse"
"Højlundshusene 42, 3500 Værløse"
"Kirke Værløsevej 17, st. th, 3500 Værløse"
"Klosterbakken 34, 3500 Værløse"
"Liljevej 1, 3500 Værløse"
"Mosestedet 18, 3500 Værløse"
"Nørrevænget 1A, 3500 Værløse"
"Ryetvej 111, 2. tv, 3500 Værløse"
"Skovgården 2A, 3500 Værløse"
"Skovgårds Alle 149, 3500 Værløse"
"Sækkedamsvej 48, 3500 Værløse"
"Søndersøvej 53, 3500 Værløse"
"Violvej 25, 3500 Værløse"
"Brunsøvej 7, Hareskov, 3500 Værløse"
"Langås 21, Hareskov, 3500 Værløse"
"Poppel Alle 84B, Hareskov, 3500 Værløse"
"Skandrups Alle 46, Hareskov, 3500 Værløse"
"Stormvang 2, Hareskov, 3500 Værløse"
"Åvej 45, Hareskov, 3500 Værløse"
"Bringetoften 16, Jonstrup, 3500 Værløse"
