"Vesterhavsvej 2A, Nr Tvismark, 6792 Rømø"
"Gulirisvej 1, Havneby, 6792 Rømø"
"Gulirisvej 2, Havneby, 6792 Rømø"
"Gulirisvej 3, Havneby, 6792 Rømø"
"Gulirisvej 4, Havneby, 6792 Rømø"
"Gulirisvej 5, Havneby, 6792 Rømø"
"Gulirisvej 6, Havneby, 6792 Rømø"
"Gulirisvej 7, Havneby, 6792 Rømø"
"Gulirisvej 8, Havneby, 6792 Rømø"
"Gulirisvej 9, Havneby, 6792 Rømø"
"Gulirisvej 10, Havneby, 6792 Rømø"
"Gulirisvej 11, Havneby, 6792 Rømø"
"Gulirisvej 12, Havneby, 6792 Rømø"
"Gulirisvej 13, Havneby, 6792 Rømø"
"Vibevej 20, Havneby, 6792 Rømø"
"Lyngvejen 44B, Havneby, 6792 Rømø"
"Lyngvejen 44C, Havneby, 6792 Rømø"
"Lyngvejen 44D, Havneby, 6792 Rømø"
"Lyngvejen 89A, Havneby, 6792 Rømø"
"Lyngvejen 97, Havneby, 6792 Rømø"
"Håndværkervej 18, Havneby, 6792 Rømø"
"Klitvejen 25, Havneby, 6792 Rømø"
"Vestergade 341, Havneby, 6792 Rømø"
"Vestergade 343, Havneby, 6792 Rømø"
"Vestergade 349, Havneby, 6792 Rømø"
"Havnebyvej 241, Duhnby, 6792 Rømø"
"Hjejlevej 8, Bolilmark, 6792 Rømø"
"Juvrevej 81, Juvre, 6792 Rømø"
"Lakolk 16A, Lakolk, 6792 Rømø"
"Lakolk 16B, Lakolk, 6792 Rømø"
"Lakolk 16C, Lakolk, 6792 Rømø"
"Lakolk 16D, Lakolk, 6792 Rømø"
"Lakolk 16E, Lakolk, 6792 Rømø"
"Småfolksvej 26, Kongsmark, 6792 Rømø"
"Drosselvej 9, Havneby, 6792 Rømø"
"Småfolksvej 24, Kongsmark, 6792 Rømø"
"Drosselvej 6, Havneby, 6792 Rømø"
"Juvrevej 39, Bolilmark, 6792 Rømø"
"Vibevej 12, Havneby, 6792 Rømø"
"Drosselvej 10, Havneby, 6792 Rømø"
"Vestergade 353, Havneby, 6792 Rømø"
"Vestergade 355, Havneby, 6792 Rømø"
"Vestergade 359, Havneby, 6792 Rømø"
"Lakolk 326, Lakolk, 6792 Rømø"
"Sønderbyvej 43, Havneby, 6792 Rømø"
"Lakolk 41, Lakolk, 6792 Rømø"
"Lakolk 242, Lakolk, 6792 Rømø"
"Lyngvejen 39, Havneby, 6792 Rømø"
"Vestergade 2B, 1. 5, Havneby, 6792 Rømø"
"Vestergade 2B, 1. 1, Havneby, 6792 Rømø"
"Vestergade 2B, 1. 4, Havneby, 6792 Rømø"
"Vestergade 2B, 1. 2, Havneby, 6792 Rømø"
"Vestergade 2B, 1. 3, Havneby, 6792 Rømø"
"Lakolk Butikscenter 20, Lakolk, 6792 Rømø"
"Lakolk 150, 128, Lakolk, 6792 Rømø"
"Kilebryggen 4, Havneby, 6792 Rømø"
"Småfolksvej 44, Kongsmark, 6792 Rømø"
"Nørre Frankel 7B, Havneby, 6792 Rømø"
"Sønderby Huk 8, Havneby, 6792 Rømø"
"Nørre Frankel 11, Havneby, 6792 Rømø"
"Lyngvejen 89B, Havneby, 6792 Rømø"
"Lakolk Camping 2A, Lakolk, 6792 Rømø"
"Vestervej 13A, Toftum, 6792 Rømø"
"Blåbærvej 1, Bolilmark, 6792 Rømø"
"Lakolk 150, 202, Lakolk, 6792 Rømø"
"Kilebryggen 10C, st., Havneby, 6792 Rømø"
"Lakolk 150, 125, Lakolk, 6792 Rømø"
"Havnepladsen 6, Havneby, 6792 Rømø"
"Søvej 2, Nr Tvismark, 6792 Rømø"
"Lakolk 150, 108, Lakolk, 6792 Rømø"
"Småfolksvej 56, Kongsmark, 6792 Rømø"
"Rimmevej 6, Langdal, 6792 Rømø"
"A Hveyselsvej 9, Vråby, 6792 Rømø"
"Vestergårdsvænget 2, Langdal, 6792 Rømø"
"Nørre Frankel 1, st., Havneby, 6792 Rømø"
"J Tagholmsvej 11, Kromose, 6792 Rømø"
"Lakolk 116, Lakolk, 6792 Rømø"
"Lakolk 150, 119, Lakolk, 6792 Rømø"
"Sønderbyvej 23A, Sønderby, 6792 Rømø"
"Flyndervej 2A, st., Havneby, 6792 Rømø"
"Kommandørkaj 3, Havneby, 6792 Rømø"
"Lakolk 150, 120, Lakolk, 6792 Rømø"
"Engvej 5, Havneby, 6792 Rømø"
"Sønderby Huk 4, Havneby, 6792 Rømø"
"Lakolk 150, 302, Lakolk, 6792 Rømø"
"Lyngvejen 99, 1., Havneby, 6792 Rømø"
"Lakolk 150, 106, Lakolk, 6792 Rømø"
"Juvrevej 53B, Toftum, 6792 Rømø"
"Vesterhavsvej 17, Nr Tvismark, 6792 Rømø"
"Engvej 30, Havneby, 6792 Rømø"
"Havnebyvej 235, Duhnby, 6792 Rømø"
"J Tagholmsvej 16, Kromose, 6792 Rømø"
"Lakolk 150, 126, Lakolk, 6792 Rømø"
"Lakolk Camping 2, Lakolk, 6792 Rømø"
"Lakolk 150, 105, Lakolk, 6792 Rømø"
"Ternevej 12, Havneby, 6792 Rømø"
"Vestervej 53B, Juvre, 6792 Rømø"
"Lakolk 166A, Lakolk, 6792 Rømø"
"Engvej 5A, Havneby, 6792 Rømø"
"Lakolk 150, 112, Lakolk, 6792 Rømø"
"Vibevej 2, Havneby, 6792 Rømø"
"Lakolk 150, 111, Lakolk, 6792 Rømø"
"Nørre Frankel 65, Havneby, 6792 Rømø"
"Stagebjergvej 17, Vråby, 6792 Rømø"
"Vestergade 31, Havneby, 6792 Rømø"
"Sønderbyvej 29, Sønderby, 6792 Rømø"
"Håndværkervej 2, Havneby, 6792 Rømø"
"Nørre Frankel 59A, Havneby, 6792 Rømø"
"Lakolk 318A, Lakolk, 6792 Rømø"
"Gl Færgevej 5, Kongsmark, 6792 Rømø"
"Havnebyvej 114A, Kongsmark, 6792 Rømø"
"Lakolk Camping 2C, Lakolk, 6792 Rømø"
"Sønderby Huk 11, Havneby, 6792 Rømø"
"J Tagholmsvej 14, Kromose, 6792 Rømø"
"Lakolk 150, 121, Lakolk, 6792 Rømø"
"Sønderby Huk 3, Havneby, 6792 Rømø"
"Gl Skinnevej 5, Tvismark, 6792 Rømø"
"Kilebryggen 4, st., Havneby, 6792 Rømø"
"Vagtelvej 4, Landsende, 6792 Rømø"
"Engvej 3, Havneby, 6792 Rømø"
"Lyngvejen 75, Havneby, 6792 Rømø"
"Dyssebjergvej 5, Sønderstrand, 6792 Rømø"
"Lakolk 150, 306, Lakolk, 6792 Rømø"
"Flyndervej 4A, Havneby, 6792 Rømø"
"Kilebryggen 10A, st., Havneby, 6792 Rømø"
"Sønderby Huk 23, Havneby, 6792 Rømø"
"Sønder Frankel 5, Havneby, 6792 Rømø"
"Havnepladsen 7, Havneby, 6792 Rømø"
"P S Carlsvej 11, Kromose, 6792 Rømø"
"Trinnesvej 14, Bolilmark, 6792 Rømø"
"Havnebyvej 114, Kongsmark, 6792 Rømø"
"Råbjergvej 57, Tvismark, 6792 Rømø"
"Lakolk 150, 115, Lakolk, 6792 Rømø"
"Borrebjergvej 15, Østerhede, 6792 Rømø"
"Værftsvej 14, Havneby, 6792 Rømø"
"Davidstræde 19, Tvismark, 6792 Rømø"
"Havnebyvej 95A, Kongsmark, 6792 Rømø"
"Nordre Havnevej 1, Havneby, 6792 Rømø"
"Kilebryggen 6, Havneby, 6792 Rømø"
"Havnepladsen 9, Havneby, 6792 Rømø"
"Mylius Erichsensvej 19, Kongsmark, 6792 Rømø"
"Skansen 12, Havneby, 6792 Rømø"
"Hattesvej 24, Tvismark, 6792 Rømø"
"Havnebyvej 241, Duhnby, 6792 Rømø"
"Kilebryggen 8, Havneby, 6792 Rømø"
"Lyngvejen 79, Havneby, 6792 Rømø"
"Lyngvejen 53, Havneby, 6792 Rømø"
"Sandløberen 5, Landsende, 6792 Rømø"
"Juvrevej 45, Toftum, 6792 Rømø"
"Flyndervej 4D, Havneby, 6792 Rømø"
"Lakolk 150, 204, Lakolk, 6792 Rømø"
"Lakolk 30A, Lakolk, 6792 Rømø"
"Lakolk 150, 102, Lakolk, 6792 Rømø"
"Vestervej 45A, Juvre, 6792 Rømø"
"Slippen 2, Havneby, 6792 Rømø"
"Lyngvejen 51A, Havneby, 6792 Rømø"
"Lakolk 150, 101, Lakolk, 6792 Rømø"
"Flyndervej 4C, Havneby, 6792 Rømø"
"Kilebryggen 10A, 1., Havneby, 6792 Rømø"
"Lyngvejen 49, Havneby, 6792 Rømø"
"Vråbyvej 30, Vråby, 6792 Rømø"
"Småfolksvej 3, Kongsmark, 6792 Rømø"
"Ringvejen 27A, Bolilmark, 6792 Rømø"
"Vibevej 18, Havneby, 6792 Rømø"
"Rømersvej 9A, Sønderby, 6792 Rømø"
"Rømersvej 9, Sønderby, 6792 Rømø"
"Rømersvej 9B, Sønderby, 6792 Rømø"
"Rømersvej 9D, Sønderby, 6792 Rømø"
"Vestergårdsvænget 4, Langdal, 6792 Rømø"
"Rømersvej 9C, Sønderby, 6792 Rømø"
"Lakolk 150, 114, Lakolk, 6792 Rømø"
"Gertrud Rasksvej 24, Kongsmark, 6792 Rømø"
"Sønderby Huk 22, Havneby, 6792 Rømø"
"Sønder Frankel 2, Havneby, 6792 Rømø"
"Strømmen 14, Kongsmark, 6792 Rømø"
"Kromosevej 27, Kromose, 6792 Rømø"
"Stormstræde 15B, Havneby, 6792 Rømø"
"Lakolk 150, 116, Lakolk, 6792 Rømø"
"Lakolk 150, 301, Lakolk, 6792 Rømø"
"Prilen 24, Kongsmark, 6792 Rømø"
"Vestervej 29C, Toftum, 6792 Rømø"
"Juvrevej 105A, Juvre, 6792 Rømø"
"Sønderby Huk 24, Havneby, 6792 Rømø"
"Lakolk 150, 127, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 9, Lakolk, 6792 Rømø"
"Lakolk 181, Lakolk, 6792 Rømø"
"Havnebyvej 74B, Kongsmark, 6792 Rømø"
"Lakolk Butikscenter 24, st., Lakolk, 6792 Rømø"
"Skansen 4, Havneby, 6792 Rømø"
"Havnepladsen 11, Havneby, 6792 Rømø"
"Vestergårdsvænget 2, Langdal, 6792 Rømø"
"Lakolk 150, 103, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 17, Lakolk, 6792 Rømø"
"Sønderby Huk 5, Havneby, 6792 Rømø"
"Råbjergvej 94, Tvismark, 6792 Rømø"
"Lakolk 150, 109, Lakolk, 6792 Rømø"
"Vestervej 47, Juvre, 6792 Rømø"
"Flyndervej 4A, st., Havneby, 6792 Rømø"
"Kap Farvel 15, Tvismark, 6792 Rømø"
"Juvrevej 56, Toftum, 6792 Rømø"
"Dværgternen 2, Langdal, 6792 Rømø"
"Kromosevej 24, Kromose, 6792 Rømø"
"Davidstræde 5, Tvismark, 6792 Rømø"
"Lakolk 150, 107, Lakolk, 6792 Rømø"
"Lakolk 150, 104, Lakolk, 6792 Rømø"
"Vestergårdsvænget 4, Langdal, 6792 Rømø"
"Kilebryggen 10C, Havneby, 6792 Rømø"
"Sønderby Huk 17, Havneby, 6792 Rømø"
"Sønderbyvej 23B, Sønderby, 6792 Rømø"
"Sønderstrandvej 100, Landsende, 6792 Rømø"
"Stagebjergvej 29, Vråby, 6792 Rømø"
"Sønderby Huk 1, Havneby, 6792 Rømø"
"Lakolk Butikscenter 19, Lakolk, 6792 Rømø"
"Gl Skinnevej 45A, Kongsmark, 6792 Rømø"
"Godthåbsvej 17, Kongsmark, 6792 Rømø"
"Thadesvej 16, Toftum, 6792 Rømø"
"Lakolk 150, 129, Lakolk, 6792 Rømø"
"Lakolk 141A, Lakolk, 6792 Rømø"
"Havnepladsen 1, st., Havneby, 6792 Rømø"
"Rimmevej 4, Langdal, 6792 Rømø"
"Dværgternen 4, Langdal, 6792 Rømø"
"Dyssebjergvej 19, Sønderstrand, 6792 Rømø"
"M S Schouwsvej 6A, Østerhede, 6792 Rømø"
"Vibevej 2, st., Havneby, 6792 Rømø"
"Østerhedevej 29, Østerhede, 6792 Rømø"
"J Tagholmsvej 13, Kromose, 6792 Rømø"
"Vestergårdsvænget 4A, Langdal, 6792 Rømø"
"Davidstræde 9, Tvismark, 6792 Rømø"
"P J Manøsvej 14, Toftum, 6792 Rømø"
"Vråbyvej 1B, 6792 Rømø"
"Lakolk 150, 203, Lakolk, 6792 Rømø"
"Værftsvej 12, Havneby, 6792 Rømø"
"Lakolk 150, 305, Lakolk, 6792 Rømø"
"Lakolk 150, 118, Lakolk, 6792 Rømø"
"Vestergade 355A, Havneby, 6792 Rømø"
"Nørre Frankel 1, Havneby, 6792 Rømø"
"Gl Skinnevej 1, Tvismark, 6792 Rømø"
"Lakolk 150, 303, Lakolk, 6792 Rømø"
"Ringvejen 133B, Bolilmark, 6792 Rømø"
"Kilebryggen 10B, Havneby, 6792 Rømø"
"Lakolk Camping 2B, Lakolk, 6792 Rømø"
"Lakolk 150, 207, Lakolk, 6792 Rømø"
"Lakolk 150, 117, Lakolk, 6792 Rømø"
"Sønderbyvej 23C, Sønderby, 6792 Rømø"
"Thadesvej 25, Toftum, 6792 Rømø"
"Lakolk 150, 122, Lakolk, 6792 Rømø"
"Havnebyvej 146, Kirkeby, 6792 Rømø"
"Havnebyvej 243, Duhnby, 6792 Rømø"
"Flyndervej 4E, 1., Havneby, 6792 Rømø"
"Skansen 8, Havneby, 6792 Rømø"
"Kilebryggen 10B, st., Havneby, 6792 Rømø"
"Lakolk 150, 110, Lakolk, 6792 Rømø"
"Kromosevej 41, Kromose, 6792 Rømø"
"Langdalsvej 8, Mølby, 6792 Rømø"
"Vesterhavsvej 11, Nr Tvismark, 6792 Rømø"
"Vesterhavsvej 40, Nr Tvismark, 6792 Rømø"
"Juvrevej 102, Juvre, 6792 Rømø"
"J Tagholmsvej 37, Kromose, 6792 Rømø"
"J Tagholmsvej 56, Kromose, 6792 Rømø"
"Vestergade 13, Havneby, 6792 Rømø"
"Stormstræde 11, Havneby, 6792 Rømø"
"Lakolk 198A, Lakolk, 6792 Rømø"
"Lakolk 150, 208, Lakolk, 6792 Rømø"
"Lakolk 150, 304, Lakolk, 6792 Rømø"
"Vestergade 1, Havneby, 6792 Rømø"
"Mylius Erichsensvej 17, Kongsmark, 6792 Rømø"
"Langdalsvej 46, Vråby, 6792 Rømø"
"Lakolk 150, 206, Lakolk, 6792 Rømø"
"Flyndervej 4B, Havneby, 6792 Rømø"
"Elmegårdsvej 10, Kromose, 6792 Rømø"
"Kilebryggen 10C, 1., Havneby, 6792 Rømø"
"Flyndervej 4A, 2., Havneby, 6792 Rømø"
"Thadesvej 11, Toftum, 6792 Rømø"
"Stormstræde 6, Havneby, 6792 Rømø"
"Umanaksvej 12, Kongsmark, 6792 Rømø"
"Havnebyvej 30, Tvismark, 6792 Rømø"
"Vibevej 4, Havneby, 6792 Rømø"
"Vesterhavsvej 2, Nr Tvismark, 6792 Rømø"
"Flyndervej 4A, 1., Havneby, 6792 Rømø"
"Lakolk 150, 123, Lakolk, 6792 Rømø"
"Havnebyvej 237, Duhnby, 6792 Rømø"
"Sønderby Huk 13, Havneby, 6792 Rømø"
"Lakolk Strand 1, Lakolk, 6792 Rømø"
"Sønderby Huk 19, Havneby, 6792 Rømø"
"Godthåbsvej 9, Kongsmark, 6792 Rømø"
"Gl Færgevej 6, Kongsmark, 6792 Rømø"
"Lakolk 150, 113, Lakolk, 6792 Rømø"
"Havnebyvej 156, Kirkeby, 6792 Rømø"
"Vestergårdsvænget 2, Langdal, 6792 Rømø"
"Kilebryggen 4, 1., Havneby, 6792 Rømø"
"Chresten Krommes Vej 28, Kromose, 6792 Rømø"
"Sønderby Huk 15, Havneby, 6792 Rømø"
"Sønderby Huk 2, Havneby, 6792 Rømø"
"Kap Farvel 13, Tvismark, 6792 Rømø"
"Vesterhavsvej 30, Nr Tvismark, 6792 Rømø"
"Sønderby Huk 9, Havneby, 6792 Rømø"
"Hollænderstrædet 1, Havneby, 6792 Rømø"
"Sønderby Huk 7, Havneby, 6792 Rømø"
"Bodser Pedersensvej 2, Kromose, 6792 Rømø"
"Lejrbjergvej 24, st., Vråby, 6792 Rømø"
"Lakolk Butikscenter 7, Lakolk, 6792 Rømø"
"Vestergade 6, Havneby, 6792 Rømø"
"Havnepladsen 1, 1., Havneby, 6792 Rømø"
"Vestergårdsvænget 1, Langdal, 6792 Rømø"
"Vestergade 11, Havneby, 6792 Rømø"
"Havnebyvej 152, Kirkeby, 6792 Rømø"
"Vråbyvej 3, Vråby, 6792 Rømø"
"Lejrbjergvej 24, Vråby, 6792 Rømø"
"Juvrevej 107A, Juvre, 6792 Rømø"
"Stormkaj 9, Havneby, 6792 Rømø"
"Vestervej 57, Juvre, 6792 Rømø"
"Vestergårdsvænget 2Z, Langdal, 6792 Rømø"
"Vestergårdsvænget 6, Langdal, 6792 Rømø"
"Havnebyvej 81, Kongsmark, 6792 Rømø"
"Dværgternen 14, Langdal, 6792 Rømø"
"Lakolk 150, 201, Lakolk, 6792 Rømø"
"Drosselvej 22, Havneby, 6792 Rømø"
"Havnebyvej 88, Kongsmark, 6792 Rømø"
"Hollænderstrædet 53, Havneby, 6792 Rømø"
"Sønderbyvej 62, Havneby, 6792 Rømø"
"Lejrbjergvej 24, Vråby, 6792 Rømø"
"Sønderby Huk 21, Havneby, 6792 Rømø"
"Lejrbjergvej 6, Vråby, 6792 Rømø"
"Lakolk 150, 205, Lakolk, 6792 Rømø"
"J Tagholmsvej 29F, Kromose, 6792 Rømø"
"Lakolk 164, Lakolk, 6792 Rømø"
"Bodser Pedersensvej 3, Kromose, 6792 Rømø"
"Havnebyvej 214, Mølby, 6792 Rømø"
"Kilebryggen 10A, Havneby, 6792 Rømø"
"Stormstræde 15B, st., Havneby, 6792 Rømø"
"A Hveyselsvej 7, Vråby, 6792 Rømø"
"Nørre Frankel 57, Havneby, 6792 Rømø"
"Hattesvej 33, Tvismark, 6792 Rømø"
"Lakolk Butikscenter 18, Lakolk, 6792 Rømø"
"Sønderstrandvej 110, Landsende, 6792 Rømø"
"Kromosevej 33, Kromose, 6792 Rømø"
"Vestergade 4, Havneby, 6792 Rømø"
"Lejrbjergvej 10, Vråby, 6792 Rømø"
"Lakolk 150, 124, Lakolk, 6792 Rømø"
"Juvrevej 51B, Toftum, 6792 Rømø"
"Lakolk 203, Lakolk, 6792 Rømø"
"Juvrevej 41, Bolilmark, 6792 Rømø"
"Kilebryggen 10B, 1., Havneby, 6792 Rømø"
"Vestergårdsvænget 2Z, st., Langdal, 6792 Rømø"
"Havnebyvej 213, Mølby, 6792 Rømø"
"Småfolksvej 35, st., Kongsmark, 6792 Rømø"
"Pebbesvej 4, Kongsmark, 6792 Rømø"
"Pebbesvej 8, Kongsmark, 6792 Rømø"
"Pebbesvej 7, Kongsmark, 6792 Rømø"
"Pebbesvej 9, Kongsmark, 6792 Rømø"
"Pebbesvej 1, Kongsmark, 6792 Rømø"
"Pebbesvej 7, Kongsmark, 6792 Rømø"
"Pebbesvej 1, Kongsmark, 6792 Rømø"
"Pebbesvej 9, Kongsmark, 6792 Rømø"
"Pebbesvej 4, Kongsmark, 6792 Rømø"
"Pebbesvej 8, Kongsmark, 6792 Rømø"
"Havnepladsen 3, Havneby, 6792 Rømø"
"Gl Skolevej 7, st., Kongsmark, 6792 Rømø"
"Havnebyvej 148B, Kirkeby, 6792 Rømø"
"Lakolk Butikscenter 2, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 3, Lakolk, 6792 Rømø"
"Kromosevej 18A, Kromose, 6792 Rømø"
"Stormstræde 14, st., Havneby, 6792 Rømø"
"Østerhedevej 13, Kromose, 6792 Rømø"
"Kromosevej 16B, Kromose, 6792 Rømø"
"Kromosevej 14, Kromose, 6792 Rømø"
"Gl Færgevej 14, st., Kongsmark, 6792 Rømø"
"Thulevej 1, st., Kongsmark, 6792 Rømø"
"Kliren 12, st., Langdal, 6792 Rømø"
"Havnebyvej 148, Kirkeby, 6792 Rømø"
"Havnebyvej 148C, Kirkeby, 6792 Rømø"
"Sildestræde 3, Havneby, 6792 Rømø"
"Sildestræde 1, Havneby, 6792 Rømø"
"Stormstræde 2A, Havneby, 6792 Rømø"
"J Tagholmsvej 56, st., Kromose, 6792 Rømø"
"Gl Færgevej 9, 1., Kongsmark, 6792 Rømø"
"Lakolk 72, st., Lakolk, 6792 Rømø"
"Vestervej 1, st., Toftum, 6792 Rømø"
"Havnebyvej 241, st., Duhnby, 6792 Rømø"
"Vråbyvej 3, st., Vråby, 6792 Rømø"
"Småfolksvej 5B, st., Kongsmark, 6792 Rømø"
"Lakolk Butikscenter 2, st., Lakolk, 6792 Rømø"
"Havnebyvej 154, st., Kirkeby, 6792 Rømø"
"J Tagholmsvej 49A, Kromose, 6792 Rømø"
"Gl Færgevej 9C, Kongsmark, 6792 Rømø"
"Gl Færgevej 11, Kongsmark, 6792 Rømø"
"Pebbesvej 6, Kongsmark, 6792 Rømø"
"Pebbesvej 5, Kongsmark, 6792 Rømø"
"Pebbesvej 3, Kongsmark, 6792 Rømø"
"Koubjerg 15, st., Toftum, 6792 Rømø"
"Prilen 22, st., Kongsmark, 6792 Rømø"
"J Tagholmsvej 14, st., Kromose, 6792 Rømø"
"Vesterhavsvej 38, Bolilmark, 6792 Rømø"
"Vestergade 301, Havneby, 6792 Rømø"
"Lakolk 178A, Lakolk, 6792 Rømø"
"Vestervej 28, Toftum, 6792 Rømø"
"Vestervej 30, Toftum, 6792 Rømø"
"Lakolk Butikscenter 4A, Lakolk, 6792 Rømø"
"Sønderbyvej 5, Sønderby, 6792 Rømø"
"Sønderbyvej 5A, Sønderby, 6792 Rømø"
"Sønderbyvej 5C, Sønderby, 6792 Rømø"
"Sønderbyvej 5B, Sønderby, 6792 Rømø"
"Sønderbyvej 5F, Sønderby, 6792 Rømø"
"Sønderbyvej 5D, Sønderby, 6792 Rømø"
"Sønderbyvej 5G, Sønderby, 6792 Rømø"
"Sønderbyvej 5E, Sønderby, 6792 Rømø"
"Lakolk 167, Lakolk, 6792 Rømø"
"Vestergårdsvej 4, Vråby, 6792 Rømø"
"Kromosevej 22B, Kromose, 6792 Rømø"
"Juvrevej 51B, Toftum, 6792 Rømø"
"Juvrevej 51A, Toftum, 6792 Rømø"
"Havnebyvej 227, Duhnby, 6792 Rømø"
"Drosselvej 20, Havneby, 6792 Rømø"
"Kliren 17, Langdal, 6792 Rømø"
"Chresten Krommes Vej 26, Kromose, 6792 Rømø"
"Chresten Krommes Vej 1, Kromose, 6792 Rømø"
"Nørre Frankel 1E, st., Havneby, 6792 Rømø"
"Nørre Frankel 1E, 1. tv, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 1. th, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 2. tv, Havneby, 6792 Rømø"
"Nørre Frankel 1E, 2. th, Havneby, 6792 Rømø"
"Nørre Frankel 1F, st., Havneby, 6792 Rømø"
"Nørre Frankel 1F, 1. tv, Havneby, 6792 Rømø"
"Nørre Frankel 1F, 1. th, Havneby, 6792 Rømø"
"Nørre Frankel 1F, 2. tv, Havneby, 6792 Rømø"
"Gertrud Rasksvej 28, Kongsmark, 6792 Rømø"
"Juvrevej 68, Juvre, 6792 Rømø"
"Juvrevej 109, Juvre, 6792 Rømø"
"Juvrevej 66, Juvre, 6792 Rømø"
"Stagebjergvej 20, Vesterhede, 6792 Rømø"
"Lyngvejen 34, Duhnby, 6792 Rømø"
"Lakolk 64, Lakolk, 6792 Rømø"
"Strandskaden 6, Sønderstrand, 6792 Rømø"
"Lakolk 158C, Lakolk, 6792 Rømø"
"Østerhedevej 22, Østerhede, 6792 Rømø"
"Havnebyvej 59A, Kongsmark, 6792 Rømø"
"Havnebyvej 59B, Kongsmark, 6792 Rømø"
"Havnebyvej 59C, Kongsmark, 6792 Rømø"
"Havnebyvej 59D, Kongsmark, 6792 Rømø"
"Havnebyvej 59E, Kongsmark, 6792 Rømø"
"Havnebyvej 59F, Kongsmark, 6792 Rømø"
"Havnebyvej 59G, Kongsmark, 6792 Rømø"
"Havnebyvej 59H, Kongsmark, 6792 Rømø"
"Havnebyvej 59K, Kongsmark, 6792 Rømø"
"Havnebyvej 59L, Kongsmark, 6792 Rømø"
"Juvrevej 53A, Juvre, 6792 Rømø"
"Nørre Frankel 59B, Havneby, 6792 Rømø"
"Vestervej 9A, Toftum, 6792 Rømø"
"Vestervej 9A, st., Toftum, 6792 Rømø"
"Vestervej 9B, Toftum, 6792 Rømø"
"Vestervej 9B, st., Toftum, 6792 Rømø"
"Rylen 16, Vråby, 6792 Rømø"
"Østerhedevej 27, Østerhede, 6792 Rømø"
"Sønder Frankel 24, Havneby, 6792 Rømø"
"Sønder Frankel 26, Havneby, 6792 Rømø"
"Sønder Frankel 14, Havneby, 6792 Rømø"
"Sønder Frankel 12, Havneby, 6792 Rømø"
"Sønder Frankel 40, Havneby, 6792 Rømø"
"Sønder Frankel 42, Havneby, 6792 Rømø"
"Sønder Frankel 36, Havneby, 6792 Rømø"
"Sønder Frankel 38, Havneby, 6792 Rømø"
"Sønderbyvej 7A, Sønderby, 6792 Rømø"
"Sønderbyvej 7B, Sønderby, 6792 Rømø"
"Sønderbyvej 7C, Sønderby, 6792 Rømø"
"Sønderbyvej 7D, Sønderby, 6792 Rømø"
"Sønderbyvej 7E, Sønderby, 6792 Rømø"
"Thadesvej 3, Toftum, 6792 Rømø"
"Vestergade 333, Havneby, 6792 Rømø"
"Flyndervej 2, Havneby, 6792 Rømø"
"Juvrevej 101, Juvre, 6792 Rømø"
"Juvrevej 107B, Juvre, 6792 Rømø"
"Lakolk 195, Lakolk, 6792 Rømø"
"Lakolk 195, st., Lakolk, 6792 Rømø"
"Råbjergvej 16, Kongsmark, 6792 Rømø"
"Råbjergvej 16, st., Kongsmark, 6792 Rømø"
"Råbjergvej 53B, Tvismark, 6792 Rømø"
"Vestergade 337, Havneby, 6792 Rømø"
"Vestergade 335, Havneby, 6792 Rømø"
"Vestervej 39, Juvre, 6792 Rømø"
"Lakolk Butikscenter 4, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 5, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 6, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 7, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 8, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 8, st., Lakolk, 6792 Rømø"
"Lakolk Butikscenter 16, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 10, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 13, Lakolk, 6792 Rømø"
"Lakolk Butikscenter 14, Lakolk, 6792 Rømø"
"Gulirisvej 76, Havneby, 6792 Rømø"
"Gl Færgevej 9A, Kongsmark, 6792 Rømø"
"Peder Jespersensvej 2A, Kromose, 6792 Rømø"
"Vibevej 15, Havneby, 6792 Rømø"
"P S Carlsvej 27A, Kromose, 6792 Rømø"
"Bodser Pedersensvej 1, Kromose, 6792 Rømø"
"Bodser Pedersensvej 5, Kromose, 6792 Rømø"
"Bodser Pedersensvej 5, st., Kromose, 6792 Rømø"
"Bodser Pedersensvej 8, Kromose, 6792 Rømø"
"Vestergade 311, Havneby, 6792 Rømø"
"Vestergade 315, Havneby, 6792 Rømø"
"Vestergade 313, Havneby, 6792 Rømø"
"Vestergade 307, Havneby, 6792 Rømø"
"Vestergade 309, Havneby, 6792 Rømø"
"Hattesvej 36, Tvismark, 6792 Rømø"
"Chresten Krommes Vej 3, Kromose, 6792 Rømø"
"Søvej 3, Nr Tvismark, 6792 Rømø"
"Chresten Krommes Vej 12, Kromose, 6792 Rømø"
"Nørre Frankel 27, Havneby, 6792 Rømø"
"Havnebyvej 150, Kirkeby, 6792 Rømø"
