"Lønborgsvej 3, 3220 Tisvildeleje"
"Markvej 15, 3220 Tisvildeleje"
"Hovedgaden 81, 3220 Tisvildeleje"
"Agervej 4, 3220 Tisvildeleje"
"Hovedgaden 89, 3220 Tisvildeleje"
"Haarlandskrogen 10, 3220 Tisvildeleje"
"Langs Diget 7, 3220 Tisvildeleje"
"Strandvejen 13, 3220 Tisvildeleje"
"Lundebjergvej 43, 3220 Tisvildeleje"
"Bygmarken 23V, 13, 3220 Tisvildeleje"
"Bygmarken 37F, 11, 3220 Tisvildeleje"
"Bygmarken 33F, 19, 3220 Tisvildeleje"
"Hans Olriks Vej 3, 3220 Tisvildeleje"
"Bygmarken 27V, 18, 3220 Tisvildeleje"
"Hovedgaden 66B, 3220 Tisvildeleje"
"Bygmarken 23V, 5, 3220 Tisvildeleje"
"Tisvildesvinget 7, 3220 Tisvildeleje"
"Bækkebrovej 27A, 3220 Tisvildeleje"
"Strandbakkevej 1, 3220 Tisvildeleje"
"Stuebjerggårdsvej 1D, 3220 Tisvildeleje"
"Stuebjerggårdsvej 1C, 3220 Tisvildeleje"
"Xylografensvej 2, 3220 Tisvildeleje"
"Kædemosevej 7, 3220 Tisvildeleje"
"Julius Paulsens Vej 11A, 3220 Tisvildeleje"
"Julius Paulsens Vej 11E, 3220 Tisvildeleje"
"Julius Paulsens Vej 11B, 3220 Tisvildeleje"
"Vængevej 37, 3220 Tisvildeleje"
"Sortebakken 6, 3220 Tisvildeleje"
"Godhavnsvej 13D, 1., 3220 Tisvildeleje"
"Godhavnsvej 13D, st., 3220 Tisvildeleje"
"Godhavnsvej 13C, 1., 3220 Tisvildeleje"
"Egekærsvej 19, 3220 Tisvildeleje"
"Hovedgaden 48, 3220 Tisvildeleje"
"Tibirkevej 13A, 3220 Tisvildeleje"
"Tibirkevej 13C, 3220 Tisvildeleje"
"Tibirkevej 13B, 3220 Tisvildeleje"
"Solvangsvej 20B, 3220 Tisvildeleje"
"Ellevej 2, 3220 Tisvildeleje"
"Slugtvej 2B, 3220 Tisvildeleje"
"Bækkebrovej 28, 3220 Tisvildeleje"
"Rivedalen 19, 3220 Tisvildeleje"
"Xylografensvej 10, 3220 Tisvildeleje"
"Doktorstien 1, 3220 Tisvildeleje"
"Godhavnsvej 13B, 3220 Tisvildeleje"
"Godhavnsvej 13C, 3220 Tisvildeleje"
"Godhavnsvej 13C, st. tv, 3220 Tisvildeleje"
"Godhavnsvej 13C, st. mf, 3220 Tisvildeleje"
"Godhavnsvej 13C, st. th, 3220 Tisvildeleje"
"Godhavnsvej 13C, 1. tv, 3220 Tisvildeleje"
"Godhavnsvej 13C, 1. th, 3220 Tisvildeleje"
"Bygmarken 32, 3220 Tisvildeleje"
"Ellemose 1, 3220 Tisvildeleje"
"Ellemose 3, 3220 Tisvildeleje"
"Ellemose 4, 3220 Tisvildeleje"
"Ellemose 5, 3220 Tisvildeleje"
"Ellemose 6, 3220 Tisvildeleje"
"Ellemose 14, 3220 Tisvildeleje"
"Ellemose 15, 3220 Tisvildeleje"
"Ellemose 18, 3220 Tisvildeleje"
"Ellemose 19, 3220 Tisvildeleje"
"Ellemose 26, 3220 Tisvildeleje"
"Ellemose 28, 3220 Tisvildeleje"
"Ellemose 30, 3220 Tisvildeleje"
"Ellemose 31, 3220 Tisvildeleje"
"Gartnersvinget 19, 3220 Tisvildeleje"
"Godhavnsvej 1D, 3220 Tisvildeleje"
"Grønnevænge 4, 3220 Tisvildeleje"
"Grønnevænge 9, 3220 Tisvildeleje"
"Haagen-Müllersvej 2A, 3220 Tisvildeleje"
"Haagen-Müllersvej 2B, 3220 Tisvildeleje"
"Haagen-Müllersvej 7A, 3220 Tisvildeleje"
"Hans Olriks Vej 11A, 3220 Tisvildeleje"
"Hovedgaden 33B, 3220 Tisvildeleje"
"Hovedgaden 44, 3220 Tisvildeleje"
"Hyrdebakken 7, 3220 Tisvildeleje"
"Julius Paulsens Vej 4, 3220 Tisvildeleje"
"Julius Paulsens Vej 6, 3220 Tisvildeleje"
"Julius Paulsens Vej 8, 3220 Tisvildeleje"
"Julsgårdsvej 2A, 3220 Tisvildeleje"
"Kildegårdsvej 3B, 3220 Tisvildeleje"
"Klammerhøj 5, 3220 Tisvildeleje"
"Kædemosevej 11, 3220 Tisvildeleje"
"Langetravs 21, 3220 Tisvildeleje"
"Doktorstien 3, 3220 Tisvildeleje"
"Grønnevænge 10B, 3220 Tisvildeleje"
"Nordhusvej 1A, 3220 Tisvildeleje"
"Nordhusvej 30, 3220 Tisvildeleje"
"Oldenvej 8, 3220 Tisvildeleje"
"Parallelvej 1, 3220 Tisvildeleje"
"Rigmor Stampes Vej 11, 3220 Tisvildeleje"
"Vibevænget 21, 3220 Tisvildeleje"
"Vibevænget 13C, 3220 Tisvildeleje"
"Tisvildesvinget 5, 3220 Tisvildeleje"
"Tisvildesvinget 8, 3220 Tisvildeleje"
"Tisvildesvinget 10, 3220 Tisvildeleje"
"Stuebjerggårdsvej 1A, 3220 Tisvildeleje"
"Stuebjerggårdsvej 1B, 3220 Tisvildeleje"
"Slugtvej 16, 3220 Tisvildeleje"
"Skolelodden 30, 3220 Tisvildeleje"
"Hovedgaden 112, 3220 Tisvildeleje"
"Hovedgaden 114, 3220 Tisvildeleje"
"Ved Stranden 1A, 3220 Tisvildeleje"
"Ved Stranden 1B, 3220 Tisvildeleje"
"Tibirkebro 7A, 3220 Tisvildeleje"
"Ved Stranden 19, 3220 Tisvildeleje"
"Julius Paulsens Vej 16, 3220 Tisvildeleje"
"Kildegårdsvej 11, 3220 Tisvildeleje"
"Tisvildesvinget 2, 3220 Tisvildeleje"
"Vejbyvej 3A, 3220 Tisvildeleje"
"Tisvildesvinget 1, 3220 Tisvildeleje"
"Hovedgaden 9, 3220 Tisvildeleje"
"Banevej 2, kl., 3220 Tisvildeleje"
"Banevej 2, 3220 Tisvildeleje"
"Stuebjerggårdsvej 2G, 1., 3220 Tisvildeleje"
"Stuebjerggårdsvej 2K, 1., 3220 Tisvildeleje"
"Stuebjerggårdsvej 2H, 3220 Tisvildeleje"
"Stuebjerggårdsvej 2H, 1., 3220 Tisvildeleje"
"Rosenbakken 5, 3220 Tisvildeleje"
"Tibirkevej 1, 3220 Tisvildeleje"
"Bomskolevej 899, 3220 Tisvildeleje"
"Doktorstien 9A, 3220 Tisvildeleje"
"Doktorstien 9B, 3220 Tisvildeleje"
"Stuebjerggårdsvej 2L, 3220 Tisvildeleje"
"Stuebjerggårdsvej 2L, 1., 3220 Tisvildeleje"
"Strandgårdshaven 13, 3220 Tisvildeleje"
"Strandgårdshaven 14, 3220 Tisvildeleje"
"Væverlodden 12, 3220 Tisvildeleje"
"Dyrekærgårdsvej 13, 3220 Tisvildeleje"
"Banevej 8A, 3220 Tisvildeleje"
"Banevej 8B, 3220 Tisvildeleje"
"Haarlands Alle 34, 3220 Tisvildeleje"
"Wadstedsvej 18, 3220 Tisvildeleje"
"Stuebjerg Alle 40, 3220 Tisvildeleje"
"Toftevej 12, 3220 Tisvildeleje"
"Grünersvej 10B, 3220 Tisvildeleje"
"Hegnsvej 18, 3220 Tisvildeleje"
"Nordhusvej 10, 3220 Tisvildeleje"
"Nordre Strandvej 60, 3220 Tisvildeleje"
"Gartnersvinget 7, 3220 Tisvildeleje"
"Nordhusvej 25A, 3220 Tisvildeleje"
"Tværledet 11, 3220 Tisvildeleje"
"Nordhusvej 22, 3220 Tisvildeleje"
"Kornvej 3, 3220 Tisvildeleje"
"Kornmodsvej 10, 3220 Tisvildeleje"
"Tisvildesvinget 11, 3220 Tisvildeleje"
"Skolelodden 36, 3220 Tisvildeleje"
"Nordre Strandvej 13, 3220 Tisvildeleje"
"Havreengen 2, 3220 Tisvildeleje"
"Julsgårdsvej 25, 3220 Tisvildeleje"
"Melbys Vænge 12, 3220 Tisvildeleje"
"Toftevej 7, 3220 Tisvildeleje"
"Bækkebrovej 36, 3220 Tisvildeleje"
"Tisvilde Bygade 55, 3220 Tisvildeleje"
"Julsgårdsvej 2B, 3220 Tisvildeleje"
"Iglekærvej 32, 3220 Tisvildeleje"
"Tisvilde Bygade 59, 3220 Tisvildeleje"
"Vejbyvej 1B, 3220 Tisvildeleje"
"Tisvilde Bygade 57, 3220 Tisvildeleje"
"Vibevænget 2A, 3220 Tisvildeleje"
"Vibevænget 2B, 3220 Tisvildeleje"
